id,text,non_irony,irony
1093,"I'll tell you what, those CEACCP books make a cracking bonfire, don't they? #frca #freedom",1,0
1094,#notcies #eu Juncker receives birthday surprise: One million signatures opposing TTIP and CETA,1,0
1095,@user My entire body sends sympathies too - I was diagnosed with Rheumatoid Arthritis 11 yrs ago - yay flare-ups!!,0,1
1096,@user Alone Tonight cause its a personal song which helps me to imagine myself beyond another world. |#GoSupersonicQuikr|@aboveandbeyond,1,0
1097,"4. ""Yes"" was the reply. These are public dollars being used. What's with this lack of transparency around Union Pearson Express? #TOpoli",1,0
1098,"A decent Christmas party for a change, and an added bonus of not missing the last train for a change!",1,0
1099,"My family might find a giant lump of Ice sitting where I'm sitting right now. Transformation is nigher, my fellows.",1,0
1100,"Canny wait to get my new phone, sneaks and clothes on thursday #payday #would #be #rude  #too",1,0
1101,"Good job @user Same-sex marriage harms free speech, new Ontario judge wrote in 2012",0,1
1102,Twitter is dead. #ThanksFinals,0,1
1103,"#hannity says ""Obama has been indoctrinated into a rigid ideology.""",0,1
1104,Christmas music on the stair master #SundayFunday,0,1
1105,"@user that's where you are wrong, I can just watch his films and not follow him on Twitter.",1,0
1106,Choose your words carefully hurting someone feelings is not the right way to go.,1,0
1107,"Looking for @user practitioners... Anyone out there, or recommendations?",1,0
1108,@user I'm getting to notifications though. I know we up but only by 10. We playing bad?,1,0
1109,"#TeensAnalyzed  Not expirienced, but cock hungry",1,0
1110,"@user Be more narrow with that knife, you might just find the target to answer that. -Sarcastic.",1,0
1111,Drudgery personified #commuterprobs #northernline #tfl,1,0
1112,@user @user @user @user @user  nice to see the ambulance service is so important to OUR mps,0,1
1113,@user illridewithyou,0,1
1114,"dressing gown on, turkey and buffalo sauce sandwich in hand and big fat quiz of the year  #moving #ever #again",1,0
1115,"#Sopping #wet|#Squishing #mud #between #toes...||Well, why ...|#Swimming in a #mud #puddle",1,0
1116,@user Thanks. I'll have to check out another store in Calgary.,1,0
1117,Next day makeup just looks so hawt 💋,0,1
1118,"@user Email me when you need a friend...always here to chat, I've been there many many times so right with you xx",1,0
1119,"My grandma tells me she made raviolis to eat.. You know I yelled back ""fuck you I don't want no ravioli nigga!!!""",1,0
1120,@user I never study lolz. I've been working on a presentation thats due tomorrow and I just now started😅,1,0
1121,Why can't heroes be happy in DC Comics? I mean even their great flagship romance ( ) is a Fauxmance and will bring about destruction,0,1
1122,Someone I work w doesn't let his kids believe in Santa because he's mythical  & at odds w Church dogma. I REALLY want 2 explain  2 him,0,1
1123,"My teacher just gave me an ""I feel sorry for you look"" I must look really adorable...",0,1
1124,"I guess I'm not sleeping tonight, I didn't want to leave anyways",0,1
1125,Day 2. Going to the DR for #2 cause I'm 99.9999999% sure she has strep #awesome,0,1
1126,@user yeah not to bad been asleep most of it my backs been playing up so been on strong painkillers that knock me out 🙈,1,0
1127,"so @user still waiting, my son is very happy enjoing his christmas gift ... i cant understand how u didn't prevent this ...",0,1
1128,When someone tries to play you and you already know their game<<< #stepoff,1,0
1129,@user OSU opponents record much better than Baylor. Outright conf champs. Wins against 7 tms with winning records (Baylor 3),1,0
1130,"pt3..for his family to follow, and they can talk at home. All this talk about new owners and destabilising pf the club could #mot #lufc",1,0
1131,A year ago this would be just a writing on a t-shirt  anymore all thanks to @user @user #MerryXmas,1,0
1132,"OK, OK, GEEZ! I KNOW ALREADY! @user @user @user #totally  #repetetive",1,0
1133,@user bring it on. Will look forward to the Easter one more :-))) funnily enough i crave salad and fruit round xmas now!!,0,1
1134,I can't breathe! was chosen as the most notable quote of the year in an annual list released by a Yale University librarian,0,1
1135,"#Daesh,#Taliban all need to become part of 'The religion of ""PIECES""|My heart goes out to all the of the victims of #PeshawarAttack",1,0
1136,@user @user @user ||#TSU website now worth $1.5 Million!||people get paid for posting!||http://t.co/OXybfwwWb6,1,0
1137,just our problem - The Express Tribune,1,0
1138,@user  your application is already filled up waiting for you to turn 21,0,1
1139,Can hear the trainees watching a training DVD while I'm on my break. Sounds fun :p,0,1
1140,@user Substitute For Chicken Nuggets uhm no thanks,1,0
1141,@user One of those obvious when you see it but oh so clever ideas!! Glad you approved!,1,0
1142,@user Oh but Bradford is awful!,0,1
1143,"@user Marvellous!Sounds nothing like any jingle bells song i've ever heard!I can see you in mismatched socks,tights & cricket gear :-)",1,0
1144,@user @user @user Missed off the  hashtag?,1,0
1145,@user a kiss on the cheek next time is enough :),1,0
1146,@user @user Yeah thanks for that!,0,1
1147,@user @user IT HAS THE WORD MAN IN IT!! Just as sexist as saying mail man instead of mail carrier.  #MichiganMan,0,1
1148,Long Gold Layered Pipe Necklace Set $20|Leave email for invoice,1,0
1149,Thanks Mother nature.. You didn't give us as snow day and now my twitter is filled with people complaining,0,1
1150,So they lost....such a shame...I was really rooting for them ... #LFC,0,1
1151,"Some ""new"" vinyl on the turntable tonight. Here's to you Joe. @user #JoeStrummer #Sandinista",1,0
1152,"@user @user @user Maybe they are going to jump in and land on something that is technically not ""the ground"". ;)",1,0
1153,"Just as the microphone fails: ""If we were having this conversation 100 years ago..."" @user #WebRTC #WebRTCParis",0,1
1154,"> @user Cell Phone Accessories: Accessory Kits, Audio Adapters, Batteries, Bluetooth Speakers,",1,0
1155,From @user - 10 diktats from Brussels that are ruining life in Britain,0,1
1156,I'd rather you know and be upset than hide it for you to only question things later,1,0
1157,@user @user Lovely on Carnoustie beach this morning...| #soggybreeks,0,1
1158,@user funny joke there bae...,0,1
1159,#ACUnity is on Sale!! It's now 40$ on Steam! Go buy it it's an Amazing game :v|#SteamSale #SteamWinterSale,1,0
1160,@user then I completely suck as a sub! Haha!  going!!,1,0
1161,4 days left to enter @user & @user @user planner #giveaway Enter to win! #bbloggers #lbloggers,1,0
1162,"Dirgahayu my corps @user 16/12/1986 - 26/12/2014 😎🎼👏👊| just a corps, we... (w/ Tari, eni, & 26 others) [pic] —",1,0
1163,#Big #match #verdict: Tottenham's #Chelsea #loss #was  #another #dark #night #at #the ...: There was no end to...,1,0
1164,@user to finally win the champs league.. No teams are that good this year and we've got a solid draw  #banter #stillgoingout,0,1
1165,#QZ8501 asks permission to #takeoff: #towercontrol of #Surubaya: yeah..y can go...away.,1,0
1166,"I have an ""attitude"" because you think you're hot shit at a buffet restuarant. #lifegoals  #sideworknazi",0,1
1167,@user @user I guess that means MSM will dig something up to smear Barkley now.#Ferguson,1,0
1168,"Read at the news '#Media #Struggle #to #Save #Obama,  #the #Country'",1,0
1169,"Cramps in the front, husbands knee in my back. Yeah. Sleep seems possible tonight.  #suckitmothernature",0,1
1170,Being awake since 3AM is always so much fun,0,1
1171,Kind of frustrated that Christmas break is my first real obligation-free break this year........ and I end up sick for most of it -_-,1,0
1172,The fans needs to be heard tho RT @user @user @user WENGER WILL NEVER QUITT.SORRY LADS. FOR FEW YEARS..,1,0
1173,I'm up early as I need to drive downtown to take a test bright and early this morning. Yay! #Torontotrafficisfun,0,1
1174,"yup, amazing how that is, isnt it? @user @user @user",1,0
1175,"the silence tastes like wet flowers wet dead dying flowers. Flowers without life, fallen pieces of silence.",1,0
1176,I love procrastinating but I hate cramming.. -_-,1,0
1177,@user You can have RESULTS or excuses NOT BOTH.,1,0
1178,I'm so pissed off at Chicago. Like the people at the airport ruined so many peoples chances of ever meeting the boys 😑😑😑. Way to go,0,1
1179,Coffee and prioritizing the mess that is me; trying to be #grown but clearly I am,1,0
1180,I pray God comes back in America and saves us all.,1,0
1181,acceptable 2 hours to drive 30 miles Cheshire-Manchester yesterday. Northern Powerhouse?,1,0
1182,"@user yeah, and you ignored my point...",1,0
1183,I literally get to pamper myself all day tomorrow and get cray with Julia and Raven in the Bay. #whatmorecouldaguyaskfor,1,0
1184,Carphone Warehouse call centre employees are such classy people  @user,0,1
1185,I just want to thank e-l-e-n-a-t on tumblr for spoiling me #BOFA -.- ... Honestly? Fuck you! #martinfreeman,0,1
1186,"@user Happy Christmas to you + yours. May 2015 bring good health, happiness, every success and all you wish yourselves.",1,0
1187,Well throwing up at 6:00 am is always fun ☺|,0,1
1188,@user guess the #bronut works best in combination with these #mentissues . wanna see this #'sneeze',0,1
1189,@user happy to be of some small service ;) @user @user,1,0
1190,@user More proof you'll never lose $ betting the under on the intelligence of the electorate. How can anyone believe a word she says?,1,0
1191,There's a million trillion things I'd rather rather do profound lyrics big Sean. PROFOUND.  #worstsongever,0,1
1192,*gasp* The girls are at a rehearsal studio today? You don't say... Hmmm wonder what on earth for? 🐸☕️  #MTVStars Little Mix,0,1
1193,"@user @user Rest well Stuart, you were a man of grace & courage. May your family find peace.",1,0
1194,#sup#twitter#sorry#i#talking#alot#so#i#thort#i#sould#just#say#hi,1,0
1195,"A woman wearing a t-shirt on @user that says ""Act like a Lady""..",0,1
1196,@user @user That's fantastic up to date news. Also,0,1
1197,"@user Nah, it's better we all act like the North Korean govt and police people's private thoughts.",0,1
1198,Pretty flipping cold outside there today I tell ya what,1,0
1199,I always can't wait to see how  works. #IfYouKnowWhatIMean,0,1
1200,Thank you Harding science department for only giving us 55 minutes for our final.,0,1
1201,The BOLD BAKERY by Sarah-Brockett #bakery,0,1
1202,supaaa sweet when you have finals in the AM and ya can't sleep.,0,1
1203,"Listening to Tron:Legacy album while cleaning, makes you feel like you can clean the world.",1,0
1204,@user @user I keep seeing noon... Is it 1PM eastern or noon eastern? Need to plan my morning accordingly. Please advise.,1,0
1205,"Rush rush rush, all done and then POW, a football through the window.#glasseverywhere #boyswillbeboys",1,0
1206,"@user yes, except Farage backs the slow genocide of Palestinians by Israelis using Nazi methods",0,1
1207,"@user yep, that's what they say.|",0,1
1208,why is there a hotdog on|http://t.co/2YQdPhfZKX???,1,0
1209,I love it when adults act like children. || #eyeroll,0,1
1210,"@user @user I just want learning from this group. Development. And to turn Green, Bass, and Thornton into assets.",1,0
1211,Thank you @user  Requiring Facebook to participate in Twitch Chat is really a good way to push away interested players.,1,0
1212,Glad I'm up at 1am,0,1
1213,I have such a loving family,0,1
1214,Love how I can never fall asleep  #insomnia,0,1
1215,"Dear () #Spain's gov and Catalan Police, congrats you managed to accomplish the impossible: Go even lower than #Greece #OperaciónPandora",0,1
1216,We live in such a small world these days - the #LAFire is a story at the end of the Australian news @user,1,0
1217,Nice weekend off but back at work tonight. Over the fucking moon,0,1
1218,working a double on 2 hours of sleep here we go let's get it,0,1
1219,Still feeling sorry for myself about being to ill to go out last night!!! 😭😢 here's my memories from...,1,0
1220,The pure #reality of .,1,0
1221,It could be a Jihadist ?Hello!! It is Jihadist's Radical Islamists! TERRORISTS!|#sydneysiege #Daesh,1,0
1222,@user absolutely! I have no life so that shouldn't be a hard thing to do. Haha,1,0
1223,"@user amen, bless you Huda, means a lot. You too.",1,0
1224,@user fan-freakin-tastic! Can't wait,0,1
1225,I just saw another person wearing a heavy winter coat with a hood up  encouraging,1,0
1226,@user There's a surprise.,0,1
