id,text,arts_&_culture,business_&_entrepreneurs,pop_culture,daily_life,sports_&_gaming,science_&_technology
689,"Leading from the front in their first-ever Elite Group #VijayHazareTrophy match, Chandigarh captain {@Manan Vohra@} (117) has scored a match-winning second List A century to seal a 300-run target against the likes of Yuzvendra Chahal, Mohit Sharma and Rahul Tewatia.",0,0,0,0,1,0
690,"Konnichiwa {@sugawitter@} {@MOFA of Japan@} {@The Gov t of Japan@} {@MofaJapan_jp@} please let couples and families safely reunite. It’s possible, we can test and we can quarantine, we can show proof and we can keep everyone else safe❤️ please let us reunite   #LoveIsNotTourism",0,0,0,1,0,0
691,Seeing some Jackson State car flags on the road this morning.. Go get em Coach Prime!! {@COACH PRIME@},0,0,0,0,1,0
692,Watching Leicester City v Villa game and seeing Evans head the ball clear and sprints forward while yelling to everyone else to sprint forward and wonders why MUFC defenders stand still whenever they clear the ball..  {@Manchester United@} {{USERNAME}},0,0,0,0,1,0
693,"Daniel James, Martial and Rashford are the front three for #mufc tonight. Matic also starts. [ {@Brad Cox@} ]",0,0,0,0,1,0
694,Sterling angrily bounced the ball on the ground because the referee s decision went against him and the ref only called to warn him! Kale dey Premier League sef? Cc {{USERNAME}} {{USERNAME}} {{USERNAME}},0,0,0,0,1,0
695,"Please tell me how Maguire, lindelof and de gea get away with stinking the place out week in week out. How can ole sit there and watch these jokers and still pick them please please tell me because I am baffled {@Manchester United@} ",0,0,0,0,1,0
696,Take me back to the summer of 2013 when {@The Neighborhood@} dominated the airwaves. {{URL}},0,0,1,0,0,0
697,THREW TOGETHER A REMIX OF AN OLD AUDIOTOOL CLASSIC {{URL}} {{USERNAME}},0,0,1,0,0,0
698,#mclassradio #Nowplaying  2TRU - Riders In The Front(Eng By Ducey_DaPhatom) {{USERNAME}} #newmusic #trendinghits #yycmusic #todaysmusic  Listen Live on: {{URL}},0,0,1,0,0,0
699,"Hy {{USERNAME}} , is unstaking and claiming rewards for 1inch tokens suspended or is the problem on my end? Thank you!",0,1,0,0,0,0
700,What s in It for Me?  Why Biden is Not Rushing to Show up in Texas Amid Blizzard Nightmare: {{URL}} via {@Sputnik@},0,0,0,1,0,0
701,REQUEST {@ARASHI@} {@MTV@} #FridayLivestream   ……❀…  …❀……  Please play the music video for ARASHI s  Turning Up  on Friday Livestream.  ……❀…  …❀……  Love Rainbow / Daylight IN THE SUMMER / Kite Whenever You Call ARASHI,0,0,1,0,0,0
702,REQUEST {@ARASHI@} {@MTV@} #FridayLivestream   o｡｡.｡｡oo｡｡.｡｡o  Please play the music video for ARASHI s  Turning Up  on Friday Livestream.  o｡｡.｡｡oo｡｡.｡｡o  STORY IN THE SUMMER / Kite Whenever You Call ARASHI   ↓↓OK  copy & paste OK,0,0,1,0,0,0
703,REQUEST {@ARASHI@} {@MTV@} #FridayLivestream   o｡｡.｡｡oo｡｡.｡｡o  Please play the music video for ARASHI s  Turning Up  on Friday Livestream.  o｡｡.｡｡oo｡｡.｡｡o  Future / Still... IN THE SUMMER / Kite Whenever You Call ARASHI,0,0,1,0,0,0
704," {{URL}} Hey {@Rosie Frost@} , this is a good article. Using renewables in the future won t offset historical CO2 output. You should be aware of {{USERNAME}} who is actually working on this problem. If you d like to learn more please shoot me a DM.",0,0,0,0,0,1
705,REQUEST {@ARASHI@} {@MTV@} #FridayLivestream   ARASHI / Party Starters / Do you...? / Whenever You Call / 声 / Dive into the future / IN THE SUMMER / The Music Never Ends / This is 嵐 a067,0,0,1,0,0,0
706,Enjoy the little things in life.  KYLE SizzlingHotOnASAP {@Kyle Echarri@} {{USERNAME}},0,0,0,1,0,0
707,the con was super fun and I loved so much. the fact that the girls on staff went out of their way to keep us entertained while we waited for Matt   If there are others in the future I will definitely participate. You guys made me super happy thanks {{USERNAME}},0,0,0,1,0,0
708,Great comeback win in overtime vs. Lake Park - 52-50. Very proud of the guys. Excited for senior night tomorrow vs. Glenbard North. #Vikings {{USERNAME}} {{USERNAME}} {@Michael O Brien@} {{USERNAME}} {{USERNAME}} {{USERNAME}},0,0,0,0,1,0
709,Yuval Noah Harari: Lessons from a year of #COVID  In a year of scientific breakthroughs — and political failures — what can we learn for the future? {{URL}} via {@Financial Times@},0,0,0,0,0,1
710,"Ok so if you re looking for a good rom-com / a great movie in general, I recommend The Map of Tiny Perfect Things ( {@The Map of Tiny Perfect Things@} ) . Really good job {@KATHRYN NEWTON@} {{USERNAME}} {{USERNAME}} {@Lev Grossman@} and all involved!!! Loved it.",0,0,1,0,0,0
711,A last second free throw for Hannah Sjerven was the difference as {{USERNAME}} defeated {{USERNAME}} 82-81. {@KELOLAND Sports@} {{URL}},0,0,0,0,1,0
712,De La Soul - All Good (feat. Chaka Khan) [Official Music Video] {{URL}} via {@YouTube@} This is greatness,0,0,1,0,0,0
713,"Trying to move from {{USERNAME}} to {{USERNAME}} , just because i don t want to tricker the thing by computer every-time and miss the passcode on my iPhone X, but i love both Team, really good work. Impressive {{USERNAME}} {{USERNAME}} ",0,0,0,0,0,1
714,The Cranberries - Ode To My Family (Official Music Video) {{URL}} via {{USERNAME}} 2-3x $12.99 used,0,0,1,0,0,0
715,The Future of Bitcoin: 12 Scenarios From Bullish to Bearish {{URL}} via {@CoinDesk@},0,1,0,0,0,0
716,Theophilus London - Century Girl feat. Devonte Hynes (music video) {{URL}} {@YouTube@} より,0,0,1,0,0,0
717,Away win in the sunshine ☀️ {@Norwich City FC@} ⚽️⚽️ #otbc #ncfc,0,0,0,0,1,0
718,Pretty sure {@Darren Bent@} called 3-1 Arsenal and {@Andy Goldstein MBE@} ridiculed him for it. Apology {@Andy Goldstein MBE@} ?,0,0,0,0,1,0
719,Supporting NitroEx Exchange for my own Future. NitroEx for all the people of the future. #NitroEx #NitroExForMyFuture {{USERNAME}} {{USERNAME}} {{USERNAME}},0,1,0,0,0,0
720,#NewFlorida #Duval #Jacksonville ⛽️⛽️Soulja K - Go Crazy (Official Music Video) {{USERNAME}} {{URL}},0,0,1,0,0,0
721,"Extremely proud of the {{USERNAME}} JV Gold team for going 3-0-1 in our first tournament of the year! They faced some tough opponents, battled through the elements and came out on top! The sky is the limit for this group and I am excited to be apart of it.",0,0,0,0,1,0
722,"I like how {@Signal@} periodically asks you to re enter your PIN every 2 weeks so you start to memorize it. (Pretty sure you’d lose all your messages without it, so it’s a key part of their UX)",0,0,0,0,0,1
723,"“The White Savior Industrial Complex is a valve for releasing the unbearable pressures that build in a system built on pillage. We can participate in the economic destruction of Haiti over long years, but when the earthquake strikes it feels good to send $10...” {@Teju Cole@} ",0,0,0,1,0,0
724,Anyone else just seen a amazing meteor shoot across the sky !? {@BBC Yorkshire@} {@ITV News Calendar@},0,0,0,0,0,1
725,Shania Twain - That Don t Impress Me Much (Official Music Video) {{URL}} via {@YouTube@} {@Olga Khazan@} Sigh ...,0,0,1,0,0,0
726,". {@Louis Tomlinson@} hi my love, i miss you so much. i hope you are well and taking care! tonight is beautiful and starry... i looked at the moon and remembered you. thank you for always saving me. i love you more than i thought it was possible to love someone! ",0,0,0,1,0,0
727,"ICYMI:  The guys recapped the 1st Half of the NBA season on the {{USERNAME}} on {@Dash Radio@} ! Be sure to go listen! Subscribe, Share, Rate and Review! Thanks friends! {{USERNAME}} #NBA #NBATwitter #NBATwitterLive {{URL}} ",0,0,0,0,1,0
728,"winning aside, the least we need to do is put up a strong fight for iKON. don t give up, let s keep going together!!!  - keep streaming on yt/korean sites - vote on mwave/whosfan - vote on idol champ  STREAM NOW iKONICs {@iKON GLOBAL iKONIC@} #iKON #아이콘",0,0,1,0,0,0
729,Brand New! PWR at the Movie! Thunder in Paradise {{USERNAME}} {{USERNAME}} {@Hulk Hogan@} {{URL}},0,0,1,0,0,0
730,"Loved #RayaAndTheLastDragon It was a Gorgeous, Action Packed, Hilarious & Touching Masterpiece that represents #SouthEastAsia! Being part #Filipino the movie means a lot to us! Amazing voice cast especially #KellyMarieTran, {@nora@} & #BenedictWong ...",0,0,1,0,0,0
731,Someone please explain to {@Jesse Watters@} the difference between MI6 and the movie Mission Impossible 6: MI-6 {@Fox News@},0,0,1,0,0,0
732,". {@Drizzy@} & {@Yung Rnzl@}    Lemon Pepper Freestyle  debuts on the UK Spotify Chart at #3 (475,391 Streams).  This is Drake s 185th & Rick Ross  15th entries on the chart.  This is now Rick Ross  highest peaking song on the UK Spotify Chart surpassing  Down Like That ",0,0,1,0,0,0
733,Apple Music UK:  #1 “What’s Next” - {@Drizzy@} (=) *1 day at #1* #2 “Lemon Pepper Freestyle” - {@Drizzy@} ft. {@Yung Rnzl@} (=)  #3 “Wants and Needs” - {@Drizzy@} ft. {@Lil Baby@} (=) *Peak #2* {{URL}},0,0,1,0,0,0
734,Human-Sized Kinetic Sculpture Dances in the Wind With Hypnotic Grace {{URL}} via {{USERNAME}},1,0,0,0,0,0
735,Predictions for the rest of the card:  Makhachev puts on a clinic and stops Dober.  Aljamain picks up the strap again Yan.   Nunes is Nunes and retains.  Izzy becomes Champ Champ with a stoppage. #UFC259 {@UFC on BT Sport@},0,0,0,0,1,0
736,Team Royal vs Team Clutch - 34 - 24 Team Royal vs Ark Razorback - 50 - 32   We won one and lost one came in Second Place . Game was lit  come check us out next weekend . Much love to my boy {{USERNAME}} for stepping out be ready for the movie  it coming ..... #WeBleedRoyal,0,0,0,0,1,0
737,"Aleksandar Rakic to {@Brett Okamoto@} (paraphrase):  If Israel Adesanya beats Jan Blachowicz in the main event and next goes back down to middleweight, Rakic wants to fight Glover Teixeira for the interim light heavyweight belt.  #UFC259",0,0,0,0,1,0
738,"“If your not going to put up a guardrail to protect the drivers, don’t doubt their stories about what they see in there.” Hilarious {@Dale Earnhardt Jr@} #LostSpeedways",0,0,0,0,1,0
739,#IWD2021 This year s Theme: ‘Women in leadership: Achieving an equal future in a COVID-19 world shall be marked as we #ChooseToChallenge on International Women Day #IWD2021. {{USERNAME}} shall tomorrow join the main event hosted by multi-stakeholders in Mombasa.,0,0,0,1,0,0
740,"Trans person of the day - {@Elliot Page@} While not a trans woman, I think Elliot deserves this tweet. Elliot is an amazing actor. He s incredibly talented and I have adored him since the movie Hard Candy (if you haven t seen it, do so immediately).",0,0,1,0,0,0
741,Danakil Meets Odg - Blow With The Wind {@Danakil@} #fuseodg #DaHubRadio #NowPlaying : {{USERNAME}} If Ur # d Above So We Can {{USERNAME}} You In Future ...Update Tune Tags {{URL}},0,0,1,0,0,0
742,"Great fight Champ {@Israel Adesanya@} , I think you need to practice more take down defence especially against heavier fighters.  ",0,0,0,0,1,0
743,I love Jan and I m glad he won.  But I have pals like {{USERNAME}} they love Izzy and I feel for them because I know what it s like when your guy loses.   Great fight overall. We ll all be back. Fighters and fans.,0,0,0,0,1,0
744,The latest The Movie theater Daily! {{URL}} Thanks to {{USERNAME}} {{USERNAME}} {{USERNAME}} #lunchtimeread #amc1000,0,0,1,0,0,0
745,Battle Royale – The Movie {{URL}} via {{USERNAME}},0,0,1,0,0,0
746,Shout out to {@Dominick Cruz@} great fight ... The champ is ready to re-clams his belt,0,0,0,0,1,0
747,Mustard oil ₹170/ Litre Onion ₹50/ kg Petrol ₹90-110/ litre Diesel ₹85/ litre LPG ₹859/ cylinder  Platform Ticket ₹50 Railway ticket fair- Double Unemployment Highest in last 70 years Wear the mask! Keep your mouth shut!  And Enjoy the  Ache Din  {@Narendra Modi@} {@PMO India@},0,0,0,1,0,0
748,long hair Seokjin is making a come back!!! OMG!!! AHHHHHHHHH  #SEOKJIN {@BTS_twt@},0,0,1,0,0,0
749," You can t change the direction of the wind, but you can adjust your sails to always reach your destination.  —Jimmy Dean via {{USERNAME}} ",1,0,0,0,0,0
750,"New Hampshire governor, {@Chris Sununu@} , keeps the state’s mask mandate to placate Massachusetts citizens. Chris, you serve the freedom loving people of New Hampshire not the communist state of Massachusetts. LIFT THE MASK MANDATE! #FireFauci",0,0,0,1,0,0
751," Di na magbabago, patawad, Iwagayway ang watawat   Is this song also talks abt raising the LGBTQ flag??  SB19 2DAYS TO WHAT {@SB19 Official@} #SB19 #SB19WHATMVTeaser",0,0,1,0,0,0
752,"I still like you, like the wind walked eight thousand miles, do not ask the return date.#DrHASKINxGulf #GulfKanawut {@gulfkanawut@} ",0,0,1,0,0,0
753,"Learn more about the movie, Dolphin Island, and enter the #giveaway for a digital copy of it. Ends 03/12/2021 US only {{USERNAME}} #ButtonsMovieMIN {{URL}} ",0,0,1,0,0,0
754,Congratulations to {@Rangers Football Club@} on winning the title today! Well deserved and the better team over the season.   Hope {@Celtic Football Club@} respond which I’m sure they will and put up a stronger challenge next season!!,0,0,0,0,1,0
755,Listen {@Drizzy@} bodied Lemon Pepper freestyle !!! FACTS,0,0,1,0,0,0
756,"Moana is a really underrated {@Disney@} movie. It s beautiful to look at, has some really cool ideas, a decent story and some great songs. If you ve not seen it, I recommend checking it out. {{URL}} ",0,0,1,0,0,0
757,Manchester is RED !!! United in Pure  football heaven ..E Choke {{USERNAME}} {{USERNAME}} {{USERNAME}} {@BookOfAHundredRhymes@} {{USERNAME}},0,0,0,0,1,0
758,Part 2 ... The Story of The Movie 3-7-2021 {{URL}} via {@YouTube@},0,0,1,0,0,0
759,Our 42nd annual {@Strat O Matic@} draft is in the books -- our first one done virtually. See who went in our first round! #StratOMatic {{URL}},0,0,0,0,1,0
760,I just published the first episode of my new podcast! Listen to John Cusack As The Teenage Me or The Movie Of Your Life on {@Anchor@} {{URL}},0,0,1,0,0,0
761,Manchester is RED  Beautiful for all fans. #GGMU #MCIMUN #MUFC #ManchesterDerby {@Luke Shaw@} {@Dean Henderson@} {@Rio Ferdinand@} {@Bruno Fernandes@} {@Anthony Martial@} {@Harry Maguire@} {@Scott Mctominay@},0,0,0,0,1,0
762,A Mexican restaurant in Texas kept its mask rule. People threatened to call ICE on the staff. {{USERNAME}} - SEE? Businesses need your support. Please reconsider the mask mandate {{URL}},0,1,0,0,0,0
763,CHEAPEST PRICE ONLINE Check out CYCLOPS X-Men The Movie James Marsden Action Figure Toy Biz 2000 w/ Jean Grey #ToyBiz {{URL}} via {{USERNAME}},0,0,1,0,0,0
764,Congrats to my friends who put up with a ton of crap for him last year happy for y’all too {{USERNAME}} {{USERNAME}} {{USERNAME}},0,0,0,1,0,0
765,"Another big time addition to our QB group. {{USERNAME}} out of Hesston, KS will be joining our 15U.   Hudson started the last 4 games as a Freshman for Hesston HS this past fall & put up 925 yards passing with 8 TDs in that span    The 2024 QB is one to keep eye on!",0,0,0,0,1,0
766,"There are 55 state placewinners back in 2021, including 7 state champs and 3 seniors trying to reach the podium for the 4th time.   By team {{USERNAME}} -6 {{USERNAME}} -5 {{USERNAME}} -4 {{USERNAME}} , {{USERNAME}} and {{USERNAME}} -3 each  ‍♂️ {{URL}} ",0,0,0,0,1,0
767,A social media trend has people identifying as  super straight.  The transphobic campaign was meant to divide LGBTQ+ people. {{URL}} via {@Yahoo@},0,0,0,1,0,0
